id,category,condition,factor_runtime,factor_architecture,hardening,runtime,repetition,outcome,latency_ms,error,kind
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,7,contained,820.011,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,7,contained,842.740,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,7,contained,754.895,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,7,contained,850.994,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,7,contained,761.250,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,809.550,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,864.658,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,660.387,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,succeeded,718.494,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,739.735,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,547.010,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,593.728,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,succeeded,702.652,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,578.919,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,contained,534.150,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,7,succeeded,632.247,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,7,contained,731.110,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,7,contained,757.741,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,8,contained,732.678,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,8,contained,804.800,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,8,contained,729.249,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,8,contained,711.517,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,8,contained,709.800,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,8,contained,684.695,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,8,contained,699.691,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,8,contained,663.944,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,8,contained,665.737,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,8,contained,684.957,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,8,contained,668.798,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,695.694,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,737.729,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,552.712,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,succeeded,682.409,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,773.762,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,648.130,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,574.586,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,succeeded,740.320,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,568.951,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,contained,517.464,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,8,succeeded,660.061,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,8,contained,658.568,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,8,contained,647.425,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,9,contained,763.255,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,9,contained,741.728,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,9,contained,745.947,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,9,contained,664.445,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,9,contained,737.267,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,9,contained,684.533,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,9,contained,702.042,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,9,contained,793.793,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,9,contained,639.795,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,9,contained,639.146,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,9,contained,694.181,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,691.769,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,761.288,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,530.283,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,succeeded,691.548,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,739.742,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,549.535,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,512.657,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,succeeded,665.190,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,630.230,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,contained,541.356,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,9,succeeded,663.763,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,9,contained,717.788,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,9,contained,697.980,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,10,contained,697.109,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,10,contained,735.542,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,10,contained,749.683,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,10,contained,720.836,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,10,contained,676.633,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,10,contained,756.728,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,10,contained,764.862,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,10,contained,730.379,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,10,contained,753.073,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,10,contained,733.348,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,10,contained,1002.841,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,880.019,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,882.907,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,667.109,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,succeeded,804.488,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,789.026,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,791.286,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,605.182,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,succeeded,774.966,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,571.131,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,contained,500.212,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,10,succeeded,699.995,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,10,contained,851.223,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,10,contained,772.131,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,11,contained,727.931,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,11,contained,752.136,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,11,contained,704.894,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,11,contained,744.543,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,11,contained,677.116,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,11,contained,755.406,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,11,contained,694.059,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,11,contained,730.467,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,11,contained,682.917,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,11,contained,640.520,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,11,contained,716.137,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,709.358,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,731.769,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,561.039,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,succeeded,684.487,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,675.634,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,568.262,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,521.311,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,succeeded,756.622,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,581.750,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,contained,500.505,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,11,succeeded,677.321,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,11,contained,736.743,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,11,contained,698.825,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,12,contained,735.726,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,12,contained,913.188,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,12,contained,750.398,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,12,contained,672.923,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,12,contained,746.343,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,12,contained,740.903,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,12,contained,837.760,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,12,contained,763.808,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,12,contained,770.191,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,12,contained,708.122,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,12,contained,767.159,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,770.945,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,726.450,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,559.735,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,succeeded,709.268,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,739.728,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,581.269,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,534.826,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,succeeded,707.680,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,614.952,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,contained,531.292,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,12,succeeded,591.834,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,12,contained,746.100,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,12,contained,733.399,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,13,contained,715.813,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,13,contained,738.956,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,13,contained,717.546,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,13,contained,684.575,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,13,contained,725.332,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,13,contained,794.168,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,13,contained,746.447,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,13,contained,763.746,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,13,contained,687.757,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,13,contained,643.858,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,13,contained,723.596,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,738.644,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,746.791,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,492.311,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,succeeded,756.198,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,778.517,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,615.441,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,628.621,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,succeeded,842.602,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,583.625,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,contained,625.229,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,13,succeeded,778.523,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,13,contained,780.107,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,13,contained,831.390,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,14,contained,816.331,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,14,contained,873.435,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,14,contained,897.165,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,14,contained,845.837,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,14,contained,895.576,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,14,contained,839.782,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,14,contained,883.332,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,14,contained,863.715,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,14,contained,737.986,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,14,contained,664.134,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,14,contained,737.434,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,763.722,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,713.447,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,522.409,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,succeeded,704.240,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,731.121,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,575.347,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,538.783,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,succeeded,723.591,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,599.510,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,contained,534.053,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,14,succeeded,745.226,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,14,contained,696.706,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,14,contained,722.961,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,15,contained,834.100,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,15,contained,731.527,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,15,contained,758.241,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,15,contained,699.736,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,15,contained,803.174,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,15,contained,720.884,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,15,contained,771.509,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,15,contained,752.067,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,15,contained,747.887,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,15,contained,719.694,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,15,contained,709.627,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,716.466,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,704.399,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,517.866,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,succeeded,760.937,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,780.016,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,596.329,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,546.316,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,succeeded,741.474,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,592.351,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,contained,603.127,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,15,succeeded,736.432,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,15,contained,792.984,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,15,contained,760.248,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,16,contained,714.670,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,16,contained,767.693,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,16,contained,777.697,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,16,contained,806.474,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,16,contained,765.924,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,16,contained,802.647,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,16,contained,722.529,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,16,contained,749.188,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,16,contained,692.150,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,16,contained,723.033,,probe
D3,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,16,contained,792.580,,probe
E1,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,734.477,,probe
E2,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,772.198,,probe
E3,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,599.658,,probe
E4,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,succeeded,739.499,,probe
E5,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,736.481,,probe
E6,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,604.931,,probe
E7,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,524.772,,probe
E8,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,succeeded,713.598,,probe
E9,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,620.462,,probe
E10,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,contained,537.478,,probe
E11,E_host_kernel_reach,A1_arch_only_runc,runc,on,weak,runc,16,succeeded,714.544,,probe
F1,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,16,contained,768.662,,probe
F2,F_rule_tampering,A1_arch_only_runc,runc,on,weak,runc,16,contained,731.768,,probe
A1,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,17,contained,841.209,,probe
A2,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,17,contained,952.351,,probe
A3,A_identity_key,A1_arch_only_runc,runc,on,weak,runc,17,contained,893.975,,probe
B1,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,17,contained,777.317,,probe
B2,B_wallet_state,A1_arch_only_runc,runc,on,weak,runc,17,contained,763.690,,probe
C1,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,17,contained,743.875,,probe
C2,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,17,contained,782.356,,probe
C3,C_log_integrity,A1_arch_only_runc,runc,on,weak,runc,17,contained,844.331,,probe
D1,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,17,contained,818.381,,probe
D2,D_network_egress,A1_arch_only_runc,runc,on,weak,runc,17,contained,735.201,,probe
