id,category,condition,factor_runtime,factor_architecture,hardening,runtime,repetition,outcome,latency_ms,error,kind
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,14,contained,908.282,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,14,succeeded,859.250,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,14,succeeded,847.726,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,14,succeeded,809.763,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,785.483,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,825.136,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,855.013,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,876.406,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,784.625,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,847.960,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,812.176,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,728.973,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,743.111,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,681.675,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,765.350,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,648.610,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,721.147,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,600.186,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,716.837,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,732.964,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,618.964,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,643.424,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,685.860,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,560.256,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,contained,648.349,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,647.397,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,693.386,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,15,succeeded,787.708,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,716.979,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,684.187,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,746.296,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,752.394,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,744.839,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,665.735,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,693.208,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,787.423,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,723.543,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,701.429,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,680.296,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,740.831,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,784.868,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,615.399,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,759.796,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,793.606,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,591.683,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,598.756,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,756.166,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,620.940,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,contained,617.555,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,635.917,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,737.022,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,16,succeeded,706.320,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,713.020,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,751.565,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,897.823,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,838.166,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,724.579,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,780.118,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,735.093,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,704.800,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,843.094,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,671.912,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,772.996,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,708.737,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,738.929,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,605.510,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,771.905,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,677.727,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,621.448,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,660.300,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,686.427,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,583.389,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,contained,599.409,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,658.857,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,695.943,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,17,succeeded,812.123,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,796.959,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,808.970,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,905.992,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,714.922,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,851.137,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,879.373,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,858.098,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,970.516,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,1039.672,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,878.078,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,855.742,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,832.239,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,936.349,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,604.272,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,722.163,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,810.413,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,638.293,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,626.075,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,696.101,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,623.242,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,contained,614.441,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,666.165,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,750.688,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,18,succeeded,811.396,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,767.304,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,690.947,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,724.909,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,765.207,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,748.226,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,764.504,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,671.315,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,734.260,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,719.697,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,711.218,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,656.400,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,744.471,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,733.389,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,613.652,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,783.634,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,796.747,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,612.588,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,612.443,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,711.377,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,605.293,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,contained,582.900,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,716.739,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,745.920,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,19,succeeded,751.390,,probe
A1,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,755.764,,probe
A2,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,755.880,,probe
A3,A_identity_key,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,719.189,,probe
B1,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,801.826,,probe
B2,B_wallet_state,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,842.141,,probe
C1,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,727.289,,probe
C2,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,745.725,,probe
C3,C_log_integrity,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,687.524,,probe
D1,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,702.789,,probe
D2,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,775.350,,probe
D3,D_network_egress,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,740.556,,probe
E1,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,661.508,,probe
E2,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,724.736,,probe
E3,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,628.615,,probe
E4,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,735.566,,probe
E5,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,708.491,,probe
E6,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,687.872,,probe
E7,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,600.524,,probe
E8,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,758.786,,probe
E9,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,590.394,,probe
E10,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,contained,595.110,,probe
E11,E_host_kernel_reach,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,701.813,,probe
F1,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,684.647,,probe
F2,F_rule_tampering,B1_runc_hardened,runc-hardened,off,hardened,runc,20,succeeded,766.871,,probe
L1,L_legitimate,B1_runc_hardened,runc-hardened,off,hardened,runc,1,succeeded,718.307,,legitimate
L2,L_legitimate,B1_runc_hardened,runc-hardened,off,hardened,runc,1,succeeded,1.446,,legitimate
L3,L_legitimate,B1_runc_hardened,runc-hardened,off,hardened,runc,1,succeeded,0.057,,legitimate
L4,L_legitimate,B1_runc_hardened,runc-hardened,off,hardened,runc,1,succeeded,738.495,,legitimate
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,944.836,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,966.907,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1028.484,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1015.369,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1001.290,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1131.080,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1080.885,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,1221.126,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,986.072,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,895.836,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,982.780,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,939.411,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,989.249,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,767.257,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,992.924,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,1081.968,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,774.458,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,782.048,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,903.915,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,731.239,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,686.671,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,1,contained,861.282,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,926.994,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,1,succeeded,955.315,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,925.832,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,991.693,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,1019.598,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,939.839,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,1037.018,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,956.235,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,972.296,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,969.914,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,1005.782,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,912.482,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,960.427,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,983.862,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,855.509,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,798.455,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,1018.670,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,1080.364,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,793.826,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,794.499,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,935.032,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,859.966,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,735.707,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,2,contained,777.397,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,915.111,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,2,succeeded,979.370,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,989.439,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,982.264,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,932.275,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,972.683,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,943.236,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,896.045,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,908.642,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,902.762,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,922.557,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,871.959,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,888.633,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,930.714,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,936.628,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,738.350,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,976.723,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,997.331,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,859.668,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,857.825,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,1210.846,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,1061.410,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,821.940,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,3,contained,1133.454,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,1185.043,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,3,succeeded,1002.693,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,995.039,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,1227.422,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,1024.289,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,1018.990,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,925.926,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,975.057,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,969.292,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,926.527,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,959.611,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,968.437,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,962.495,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,956.970,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,963.647,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,777.231,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,979.119,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,1112.121,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,828.080,,probe
E7,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,791.113,,probe
E8,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,1028.076,,probe
E9,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,776.868,,probe
E10,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,783.973,,probe
E11,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,4,contained,916.524,,probe
F1,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,923.425,,probe
F2,F_rule_tampering,B2_gvisor_naive,gvisor,off,hardened,runsc,4,succeeded,964.299,,probe
A1,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,933.402,,probe
A2,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,951.748,,probe
A3,A_identity_key,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,1011.541,,probe
B1,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,941.672,,probe
B2,B_wallet_state,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,952.208,,probe
C1,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,956.505,,probe
C2,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,969.407,,probe
C3,C_log_integrity,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,964.404,,probe
D1,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,967.318,,probe
D2,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,821.931,,probe
D3,D_network_egress,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,1091.254,,probe
E1,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,950.945,,probe
E2,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,succeeded,933.781,,probe
E3,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,735.415,,probe
E4,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,954.706,,probe
E5,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,1027.447,,probe
E6,E_host_kernel_reach,B2_gvisor_naive,gvisor,off,hardened,runsc,5,contained,769.474,,probe
